y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
0,0.16,0.28,0.11,0.15,0.27,0.14,0.08,0.18,0.12,0.14,0.16,0.13,0.16,0.1,0.15,0.491115062,0.736273818
0,0.16,0.28,0.11,0.15,0.05,0.13,0.22,0.18,0.14,0.13,0.16,0.13,0.13,0.13,0.15,0.491120867,0.760898272
1,0.11,0.11,0.11,0.1,0.27,0.12,0.08,0.06,0.12,0.14,0.06,0.12,0.13,0.15,0.11,0.864513904,0.732504997
0,0.11,0.11,0.11,0.1,0.05,0.12,0.11,0.18,0.14,0.14,0.06,0.12,0.13,0.1,0.33,0.995056953,0.999993188
0,0.11,0.11,0.11,0.15,0.27,0.14,0.12,0.06,0.12,0.13,0.06,0.16,0.16,0.13,0.15,0.997266597,0.979164805
0,0.16,0.28,0.11,0.15,0.05,0.13,0.22,0.18,0.14,0.13,0.06,0.15,0.13,0.1,0.11,0.491120867,0.760898272
0,0.11,0.11,0.11,0.1,0.05,0.14,0.11,0.18,0.14,0.14,0.16,0.12,0.13,0.09,0.33,0.995064841,0.999990463
0,0.11,0.11,0.11,0.15,0.05,0.14,0.13,0.18,0.14,0.14,0.16,0.13,0.11,0.16,0.11,0.866477891,0.888859975
0,0.11,0.11,0.11,0.15,0.27,0.14,0.12,0.06,0.14,0.13,0.06,0.12,0.11,0.1,0.11,0.997629463,0.979039459
0,0.16,0.28,0.11,0.15,0.27,0.14,0.08,0.18,0.12,0.13,0.16,0.13,0.13,0.13,0.11,0.490874466,0.736356928
0,0.11,0.11,0.11,0.15,0.05,0.14,0.12,0.06,0.14,0.14,0.16,0.16,0.13,0.16,0.33,0.99764524,0.979034009
0,0.11,0.11,0.11,0.15,0.27,0.12,0.14,0.18,0.14,0.13,0.16,0.13,0.11,0.26,0.33,0.109003487,0.241128243
0,0.11,0.11,0.11,0.15,0.27,0.14,0.08,0.18,0.14,0.13,0.16,0.12,0.11,0.1,0.11,0.490933629,0.736336491
0,0.11,0.11,0.11,0.1,0.27,0.14,0.08,0.06,0.14,0.13,0.06,0.12,0.16,0.1,0.15,0.864513904,0.732504997
0,0.11,0.11,0.11,0.15,0.05,0.14,0.14,0.18,0.14,0.14,0.16,0.13,0.16,0.13,0.11,0.999992112,0.823079593
0,0.11,0.11,0.11,0.1,0.05,0.12,0.11,0.18,0.14,0.14,0.16,0.16,0.16,0.11,0.15,0.995056953,0.999993188
0,0.11,0.11,0.11,0.1,0.05,0.14,0.12,0.06,0.14,0.14,0.16,0.13,0.16,0.32,0.15,0.997629463,0.979039459
0,0.11,0.11,0.11,0.1,0.27,0.12,0.08,0.06,0.14,0.13,0.16,0.16,0.16,0.13,0.15,0.864513904,0.732504997
0,0.11,0.11,0.11,0.15,0.05,0.12,0.13,0.18,0.14,0.14,0.16,0.16,0.16,0.11,0.11,0.866757929,0.88876324
0,0.11,0.11,0.11,0.1,0.05,0.12,0.12,0.06,0.12,0.14,0.16,0.12,0.13,0.1,0.15,0.997262652,0.979166167
0,0.11,0.11,0.11,0.15,0.05,0.14,0.08,0.06,0.14,0.13,0.16,0.13,0.16,0.13,0.11,0.864509959,0.73250636
0,0.11,0.11,0.11,0.1,0.05,0.12,0.12,0.06,0.14,0.14,0.06,0.16,0.16,0.13,0.11,0.997262652,0.979166167
0,0.11,0.11,0.11,0.15,0.05,0.15,0.11,0.18,0.14,0.14,0.16,0.13,0.16,0.16,0.15,0.995064841,0.999990463
0,0.11,0.11,0.11,0.1,0.05,0.12,0.12,0.06,0.14,0.13,0.16,0.16,0.16,0.11,0.15,0.997637351,0.979036734
0,0.11,0.11,0.11,0.1,0.05,0.14,0.12,0.06,0.14,0.13,0.16,0.12,0.11,0.13,0.15,0.997258708,0.97916753
0,0.11,0.11,0.11,0.15,0.05,0.14,0.12,0.06,0.12,0.14,0.16,0.13,0.16,0.1,0.15,0.997258708,0.97916753
0,0.11,0.11,0.11,0.15,0.27,0.14,0.12,0.06,0.14,0.14,0.06,0.16,0.13,0.09,0.11,0.997641295,0.979035371
0,0.11,0.11,0.11,0.1,0.27,0.14,0.14,0.18,0.14,0.14,0.16,0.16,0.13,0.16,0.15,0.999976335,0.823085043
1,0.11,0.11,0.11,0.15,0.05,0.13,0.13,0.06,0.14,0.13,0.16,0.16,0.13,0.13,0.15,0.866884143,0.888719642
0,0.11,0.11,0.11,0.1,0.27,0.12,0.12,0.06,0.12,0.13,0.06,0.12,0.13,0.1,0.11,0.997641295,0.979035371
0,0.11,0.11,0.11,0.15,0.05,0.13,0.12,0.06,0.12,0.13,0.06,0.12,0.13,0.1,0.11,0.99766496,0.979027197
0,0.11,0.11,0.11,0.1,0.27,0.14,0.11,0.18,0.12,0.14,0.16,0.16,0.13,0.13,0.15,0.995068785,0.9999891
0,0.11,0.11,0.11,0.1,0.05,0.15,0.08,0.18,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.491182113,0.736250657
0,0.11,0.11,0.11,0.15,0.05,0.14,0.14,0.18,0.12,0.13,0.06,0.13,0.13,0.13,0.15,0.999972391,0.823086406
0,0.11,0.11,0.11,0.15,0.05,0.13,0.08,0.06,0.12,0.13,0.16,0.13,0.13,0.16,0.11,0.864541513,0.73249546
0,0.11,0.11,0.11,0.15,0.05,0.14,0.22,0.18,0.14,0.14,0.16,0.12,0.13,0.13,0.15,0.491140588,0.760891459
0,0.11,0.11,0.11,0.1,0.27,0.12,0.13,0.06,0.14,0.14,0.16,0.16,0.13,0.16,0.15,0.199643534,0.085764315
0,0.11,0.11,0.11,0.15,0.05,0.14,0.13,0.18,0.14,0.13,0.06,0.13,0.13,0.1,0.15,0.866304346,0.888919923
0,0.16,0.28,0.11,0.15,0.05,0.13,0.08,0.18,0.14,0.14,0.16,0.16,0.13,0.16,0.15,0.490846856,0.736366465
0,0.11,0.11,0.11,0.15,0.27,0.14,0.14,0.18,0.14,0.13,0.16,0.13,0.11,0.13,0.11,0.999976335,0.823085043
0,0.11,0.11,0.11,0.15,0.05,0.12,0.11,0.18,0.14,0.13,0.16,0.13,0.11,0.13,0.11,0.995064841,0.999990463
0,0.11,0.11,0.11,0.15,0.05,0.12,0.08,0.06,0.14,0.14,0.06,0.12,0.13,0.16,0.11,0.864513904,0.732504997
0,0.11,0.11,0.11,0.1,0.27,0.14,0.11,0.18,0.14,0.14,0.16,0.16,0.13,0.15,0.15,0.995049064,0.999995913
0,0.11,0.11,0.11,0.15,0.27,0.14,0.08,0.06,0.14,0.13,0.16,0.13,0.13,0.13,0.11,0.864521792,0.732502273
0,0.11,0.11,0.11,0.15,0.05,0.15,0.13,0.18,0.12,0.14,0.16,0.13,0.16,0.13,0.11,0.866608049,0.888815014
0,0.11,0.11,0.11,0.15,0.27,0.14,0.13,0.18,0.14,0.14,0.16,0.12,0.13,0.11,0.33,0.199643534,0.085764315
0,0.11,0.11,0.11,0.15,0.27,0.14,0.08,0.06,0.14,0.14,0.16,0.13,0.16,0.1,0.15,0.864506015,0.732507722
0,0.11,0.11,0.11,0.1,0.05,0.14,0.11,0.06,0.12,0.14,0.16,0.12,0.13,0.16,0.11,0.995088506,0.999982288
0,0.11,0.11,0.11,0.15,0.27,0.13,0.22,0.18,0.14,0.13,0.16,0.12,0.16,0.1,0.15,0.491120867,0.760898272
0,0.11,0.11,0.11,0.15,0.05,0.14,0.13,0.18,0.12,0.13,0.16,0.13,0.16,0.16,0.11,0.199647478,0.085762953
0,0.11,0.11,0.11,0.15,0.27,0.15,0.12,0.06,0.14,0.13,0.16,0.16,0.13,0.09,0.11,0.997641295,0.979035371
1,0.11,0.11,0.11,0.15,0.27,0.14,0.14,0.18,0.14,0.13,0.16,0.12,0.13,0.11,0.11,0.999976335,0.823085043
0,0.11,0.11,0.11,0.15,0.05,0.14,0.12,0.06,0.14,0.14,0.06,0.13,0.13,0.1,0.11,0.997641295,0.979035371
0,0.11,0.11,0.11,0.15,0.05,0.15,0.44,0.18,0.14,0.14,0.16,0.12,0.16,0.32,0.15,0.202113197,3.54E-05
0,0.11,0.11,0.11,0.15,0.05,0.14,0.12,0.06,0.12,0.14,0.16,0.16,0.13,0.16,0.11,0.997629463,0.979039459
1,0.11,0.11,0.11,0.1,0.27,0.12,0.12,0.06,0.14,0.13,0.16,0.16,0.16,0.13,0.11,0.997629463,0.979039459
0,0.11,0.11,0.11,0.15,0.05,0.13,0.08,0.06,0.12,0.14,0.16,0.13,0.13,0.16,0.15,0.864506015,0.732507722
0,0.11,0.11,0.11,0.15,0.05,0.14,0.22,0.06,0.14,0.13,0.16,0.15,0.13,0.26,0.33,0.491278635,0.760843773
0,0.16,0.28,0.11,0.1,0.05,0.14,0.11,0.06,0.14,0.13,0.16,0.15,0.16,0.32,0.15,0.107309119,0.295084701
0,0.11,0.11,0.11,0.15,0.27,0.14,0.22,0.18,0.14,0.13,0.16,0.16,0.13,0.13,0.11,0.491140588,0.760891459
0,0.11,0.11,0.11,0.1,0.05,0.14,0.08,0.18,0.12,0.13,0.06,0.16,0.13,0.16,0.11,0.490874466,0.736356928
0,0.11,0.11,0.11,0.1,0.27,0.14,0.13,0.18,0.14,0.14,0.16,0.12,0.13,0.16,0.15,0.866477891,0.888859975
0,0.11,0.11,0.11,0.15,0.27,0.15,0.08,0.06,0.14,0.14,0.06,0.16,0.13,0.16,0.11,0.864509959,0.73250636
1,0.11,0.11,0.11,0.1,0.27,0.14,0.14,0.18,0.14,0.14,0.16,0.13,0.13,0.13,0.11,0.109007431,0.24112688
0,0.11,0.11,0.11,0.1,0.05,0.14,0.11,0.18,0.12,0.14,0.16,0.12,0.16,0.13,0.15,0.995049064,0.999995913
0,0.11,0.11,0.11,0.15,0.05,0.14,0.22,0.18,0.12,0.13,0.16,0.16,0.13,0.13,0.15,0.491278635,0.760843773
0,0.11,0.11,0.11,0.1,0.27,0.13,0.08,0.06,0.14,0.13,0.16,0.12,0.13,0.15,0.11,0.864541513,0.73249546
0,0.11,0.11,0.11,0.1,0.27,0.13,0.08,0.06,0.14,0.14,0.16,0.12,0.16,0.1,0.15,0.864521792,0.732502273
0,0.11,0.11,0.11,0.15,0.05,0.13,0.08,0.06,0.14,0.13,0.16,0.15,0.13,0.13,0.11,0.864506015,0.732507722
0,0.11,0.11,0.11,0.15,0.05,0.13,0.14,0.18,0.12,0.14,0.16,0.16,0.11,0.16,0.15,0.999972391,0.823086406
0,0.11,0.11,0.11,0.15,0.27,0.15,0.51,0.18,0.14,0.14,0.16,0.12,0.13,0.1,0.11,0.488004281,0.83620575
0,0.11,0.11,0.11,0.1,0.27,0.14,0.13,0.18,0.14,0.13,0.16,0.16,0.11,0.16,0.11,0.866304346,0.888919923
0,0.11,0.11,0.11,0.15,0.05,0.12,0.12,0.18,0.14,0.13,0.16,0.16,0.11,0.16,0.15,0.408532639,0.530069093
0,0.16,0.28,0.11,0.15,0.27,0.13,0.08,0.18,0.14,0.13,0.16,0.16,0.13,0.13,0.15,0.491059843,0.736292893
0,0.16,0.28,0.11,0.15,0.27,0.14,0.22,0.18,0.14,0.13,0.16,0.16,0.13,0.09,0.11,0.490963099,0.76095277
1,0.11,0.11,0.11,0.15,0.27,0.14,0.12,0.06,0.14,0.14,0.16,0.13,0.11,0.16,0.11,0.997641295,0.979035371
0,0.11,0.11,0.11,0.15,0.05,0.13,0.13,0.18,0.12,0.14,0.16,0.16,0.16,0.13,0.15,0.866087415,0.888994858
0,0.11,0.11,0.11,0.1,0.27,0.12,0.22,0.18,0.14,0.14,0.06,0.12,0.13,0.09,0.11,0.491120867,0.760898272
0,0.11,0.11,0.11,0.15,0.27,0.14,0.22,0.18,0.14,0.13,0.16,0.15,0.13,0.1,0.11,0.491140588,0.760891459
0,0.16,0.28,0.11,0.15,0.05,0.14,0.13,0.18,0.14,0.14,0.16,0.12,0.13,0.1,0.11,0.866477891,0.888859975
0,0.11,0.11,0.11,0.15,0.05,0.12,0.22,0.18,0.14,0.14,0.16,0.13,0.11,0.1,0.11,0.491120867,0.760898272
0,0.11,0.11,0.11,0.15,0.27,0.14,0.11,0.18,0.12,0.14,0.16,0.12,0.13,0.11,0.11,0.995049064,0.999995913
0,0.11,0.11,0.11,0.15,0.05,0.14,0.12,0.06,0.14,0.14,0.16,0.16,0.13,0.13,0.11,0.997633407,0.979038096
0,0.11,0.11,0.11,0.15,0.05,0.12,0.14,0.06,0.14,0.14,0.06,0.12,0.11,0.26,0.33,0.109027152,0.241120068
0,0.11,0.11,0.11,0.15,0.05,0.13,0.13,0.18,0.14,0.14,0.06,0.12,0.16,0.1,0.15,0.866087415,0.888994858
0,0.16,0.28,0.11,0.15,0.05,0.12,0.12,0.18,0.14,0.14,0.16,0.13,0.11,0.16,0.11,0.408473476,0.53008953
0,0.16,0.28,0.11,0.15,0.05,0.14,0.22,0.18,0.14,0.13,0.06,0.12,0.13,0.1,0.11,0.491239193,0.760857398
0,0.11,0.11,0.11,0.1,0.05,0.13,0.11,0.18,0.14,0.13,0.16,0.16,0.13,0.16,0.11,0.99504512,0.999997275
0,0.65,0.28,0.65,0.15,0.27,0.13,0.14,0.18,0.14,0.13,0.16,0.13,0.16,0.16,0.15,0.413667241,0.278211795
0,0.11,0.11,0.11,0.15,0.05,0.14,0.13,0.18,0.12,0.14,0.16,0.12,0.13,0.11,0.11,0.866477891,0.888859975
0,0.11,0.11,0.11,0.1,0.27,0.14,0.08,0.18,0.12,0.13,0.16,0.13,0.16,0.13,0.11,0.491115062,0.736273818
0,0.11,0.11,0.11,0.15,0.27,0.14,0.14,0.18,0.14,0.13,0.16,0.13,0.16,0.13,0.15,0.999980279,0.823083681
0,0.11,0.11,0.11,0.15,0.05,0.14,0.11,0.18,0.14,0.14,0.16,0.13,0.11,0.13,0.15,0.995064841,0.999990463
1,0.11,0.11,0.11,0.15,0.27,0.14,0.44,0.06,0.14,0.13,0.16,0.13,0.16,0.16,0.15,0.202168416,1.63E-05
0,0.16,0.28,0.11,0.15,0.27,0.13,0.13,0.18,0.14,0.13,0.16,0.16,0.16,0.11,0.15,0.866087415,0.888994858
0,0.11,0.11,0.11,0.15,0.05,0.13,0.12,0.06,0.14,0.13,0.06,0.13,0.13,0.15,0.11,0.997633407,0.979038096
0,0.11,0.11,0.11,0.15,0.05,0.13,0.13,0.18,0.14,0.14,0.16,0.13,0.13,0.16,0.15,0.866087415,0.888994858
0,0.11,0.11,0.11,0.15,0.05,0.14,0.11,0.18,0.12,0.13,0.06,0.13,0.16,0.16,0.15,0.995049064,0.999995913
0,0.11,0.11,0.11,0.15,0.05,0.12,0.08,0.18,0.14,0.13,0.16,0.12,0.16,0.1,0.15,0.490787694,0.736386902
0,0.11,0.11,0.11,0.1,0.05,0.15,0.11,0.18,0.14,0.14,0.16,0.12,0.13,0.1,0.15,0.995060897,0.999991825
0,0.11,0.11,0.11,0.1,0.27,0.14,0.08,0.06,0.14,0.13,0.16,0.12,0.16,0.1,0.11,0.864525736,0.73250091
0,0.11,0.11,0.11,0.1,0.05,0.13,0.12,0.06,0.14,0.13,0.16,0.13,0.16,0.13,0.15,0.99766496,0.979027197
0,0.11,0.11,0.11,0.15,0.05,0.12,0.14,0.18,0.14,0.14,0.16,0.13,0.13,0.1,0.11,0.999980279,0.823083681
0,0.11,0.11,0.11,0.1,0.05,0.14,0.08,0.18,0.12,0.14,0.16,0.12,0.13,0.1,0.11,0.490874466,0.736356928
0,0.11,0.11,0.11,0.15,0.27,0.15,0.12,0.18,0.14,0.13,0.16,0.12,0.13,0.1,0.11,0.10691016,0.281172681
0,0.11,0.11,0.11,0.1,0.27,0.14,0.14,0.18,0.14,0.14,0.16,0.13,0.16,0.13,0.11,0.999992112,0.823079593
0,0.11,0.11,0.11,0.15,0.05,0.13,0.22,0.18,0.14,0.13,0.16,0.12,0.13,0.1,0.11,0.491412737,0.76079745
0,0.11,0.11,0.11,0.15,0.05,0.12,0.14,0.18,0.14,0.14,0.16,0.16,0.16,0.16,0.15,1,0.823076869
0,0.11,0.11,0.11,0.15,0.27,0.15,0.22,0.18,0.14,0.14,0.16,0.12,0.13,0.1,0.11,0.491191862,0.760873747
0,0.11,0.11,0.11,0.15,0.05,0.12,0.22,0.18,0.14,0.14,0.16,0.13,0.13,0.1,0.15,0.491120867,0.760898272
0,0.11,0.11,0.11,0.15,0.05,0.15,0.22,0.18,0.14,0.13,0.06,0.12,0.13,0.11,0.33,0.172665519,0.188700458
0,0.11,0.11,0.11,0.15,0.05,0.12,0.12,0.06,0.14,0.14,0.16,0.13,0.11,0.11,0.11,0.997262652,0.979166167
0,0.11,0.11,0.11,0.15,0.05,0.12,0.14,0.06,0.14,0.13,0.16,0.16,0.11,0.11,0.11,0.413679073,0.278207708
1,0.11,0.11,0.11,0.15,0.27,0.14,0.22,0.18,0.14,0.14,0.16,0.13,0.16,0.16,0.15,0.490963099,0.76095277
0,0.11,0.11,0.11,0.1,0.05,0.15,0.12,0.06,0.12,0.14,0.16,0.12,0.13,0.1,0.15,0.997641295,0.979035371
0,0.11,0.11,0.11,0.15,0.05,0.13,0.13,0.18,0.14,0.13,0.16,0.16,0.13,0.09,0.11,0.866087415,0.888994858
0,0.11,0.11,0.11,0.1,0.27,0.15,0.11,0.18,0.14,0.14,0.16,0.13,0.11,0.16,0.11,0.995060897,0.999991825
0,0.11,0.11,0.11,0.15,0.05,0.14,0.22,0.18,0.14,0.13,0.16,0.16,0.16,0.11,0.15,0.491239193,0.760857398
0,0.11,0.11,0.11,0.1,0.05,0.15,0.08,0.06,0.14,0.14,0.06,0.12,0.13,0.1,0.11,0.864513904,0.732504997
0,0.11,0.11,0.11,0.15,0.05,0.15,0.11,0.06,0.14,0.14,0.16,0.13,0.13,0.1,0.11,0.107569436,0.294994779
1,0.11,0.11,0.11,0.15,0.27,0.14,0.12,0.06,0.14,0.13,0.16,0.13,0.13,0.1,0.11,0.997629463,0.979039459
0,0.11,0.11,0.11,0.15,0.05,0.14,0.45,0.18,0.14,0.14,0.16,0.13,0.13,0.15,0.11,0.199302844,0.076363381
0,0.11,0.11,0.11,0.15,0.27,0.13,0.12,0.06,0.14,0.14,0.06,0.12,0.13,0.1,0.11,0.997633407,0.979038096
1,0.65,0.28,0.11,0.1,0.27,0.14,0.45,0.18,0.14,0.14,0.16,0.13,0.16,0.13,0.11,0.010503994,0.145419374
0,0.11,0.11,0.11,0.1,0.05,0.14,0.13,0.18,0.14,0.14,0.16,0.12,0.11,0.1,0.11,0.866477891,0.888859975
0,0.11,0.11,0.11,0.15,0.05,0.12,0.08,0.06,0.14,0.14,0.06,0.16,0.13,0.16,0.15,0.864513904,0.732504997
0,0.11,0.11,0.11,0.15,0.27,0.14,0.12,0.06,0.12,0.13,0.16,0.16,0.16,0.16,0.15,0.997258708,0.97916753
0,0.11,0.11,0.11,0.1,0.05,0.13,0.08,0.06,0.14,0.13,0.16,0.13,0.16,0.1,0.15,0.864513904,0.732504997
0,0.11,0.11,0.11,0.1,0.05,0.15,0.12,0.06,0.14,0.13,0.06,0.12,0.11,0.1,0.11,0.997258708,0.97916753
0,0.65,0.28,0.65,0.15,0.27,0.12,0.48,0.18,0.14,0.14,0.16,0.13,0.11,0.13,0.11,0.22049874,0.17964041
1,0.11,0.11,0.11,0.1,0.27,0.12,0.11,0.18,0.14,0.13,0.16,0.13,0.16,0.1,0.15,0.995056953,0.999993188
0,0.11,0.11,0.11,0.1,0.05,0.12,0.12,0.06,0.14,0.14,0.06,0.12,0.16,0.1,0.11,0.997637351,0.979036734
1,0.65,0.28,0.65,0.15,0.27,0.12,0.11,0.18,0.14,0.14,0.16,0.12,0.13,0.1,0.11,0.107620711,0.294977067
0,0.11,0.11,0.11,0.15,0.05,0.14,0.08,0.06,0.14,0.14,0.06,0.16,0.16,0.16,0.11,0.864506015,0.732507722
0,0.11,0.11,0.11,0.1,0.05,0.15,0.08,0.06,0.14,0.14,0.06,0.13,0.13,0.1,0.11,0.864509959,0.73250636
0,0.11,0.11,0.11,0.15,0.05,0.14,0.11,0.06,0.14,0.13,0.16,0.13,0.13,0.1,0.11,0.995064841,0.999990463
0,0.11,0.11,0.11,0.1,0.27,0.15,0.11,0.18,0.14,0.13,0.16,0.13,0.13,0.1,0.15,0.995064841,0.999990463
1,0.11,0.11,0.11,0.15,0.27,0.14,0.14,0.18,0.14,0.14,0.16,0.13,0.13,0.13,0.15,0.999968446,0.823087768
0,0.16,0.28,0.11,0.15,0.05,0.12,0.51,0.18,0.14,0.13,0.16,0.13,0.11,0.1,0.11,0.171272473,0.192023484
0,0.11,0.11,0.11,0.15,0.05,0.13,0.14,0.18,0.14,0.14,0.16,0.13,0.11,0.13,0.11,0.999984223,0.823082318
0,0.11,0.11,0.11,0.15,0.27,0.14,0.08,0.06,0.12,0.13,0.16,0.13,0.11,0.1,0.11,0.864509959,0.73250636
0,0.11,0.11,0.11,0.1,0.27,0.14,0.13,0.18,0.12,0.14,0.16,0.16,0.13,0.13,0.11,0.866304346,0.888919923
0,0.11,0.11,0.11,0.1,0.27,0.15,0.14,0.18,0.12,0.13,0.16,0.16,0.13,0.16,0.11,0.999992112,0.823079593
0,0.11,0.11,0.11,0.1,0.27,0.13,0.13,0.18,0.14,0.13,0.16,0.13,0.13,0.13,0.11,0.866087415,0.888994858
1,0.11,0.11,0.11,0.15,0.27,0.14,0.13,0.18,0.14,0.14,0.16,0.12,0.13,0.1,0.15,0.866304346,0.888919923
0,0.16,0.28,0.65,0.15,0.05,0.12,0.14,0.18,0.14,0.14,0.16,0.16,0.13,0.26,0.33,0.413430589,0.278293542
1,0.65,0.28,0.65,0.15,0.27,0.15,0.11,0.18,0.14,0.14,0.16,0.13,0.16,0.13,0.11,0.107407724,0.29505064
0,0.11,0.11,0.11,0.1,0.05,0.14,0.08,0.06,0.14,0.14,0.16,0.16,0.16,0.16,0.11,0.864517848,0.732503635
0,0.11,0.11,0.11,0.15,0.27,0.14,0.08,0.06,0.14,0.13,0.16,0.13,0.16,0.09,0.11,0.864509959,0.73250636
0,0.11,0.11,0.11,0.15,0.05,0.13,0.08,0.06,0.14,0.13,0.16,0.16,0.11,0.16,0.11,0.864521792,0.732502273
0,0.11,0.11,0.11,0.15,0.05,0.14,0.12,0.18,0.14,0.14,0.16,0.16,0.13,0.13,0.11,0.408449811,0.530097704
0,0.11,0.11,0.11,0.15,0.05,0.13,0.08,0.06,0.14,0.14,0.06,0.13,0.11,0.1,0.11,0.864521792,0.732502273
0,0.11,0.11,0.11,0.15,0.27,0.12,0.13,0.18,0.12,0.14,0.16,0.12,0.13,0.11,0.11,0.866757929,0.88876324
1,0.16,0.28,0.11,0.1,0.27,0.14,0.08,0.18,0.14,0.13,0.06,0.12,0.13,0.1,0.11,0.490933629,0.736336491
0,0.11,0.11,0.11,0.15,0.05,0.14,0.14,0.18,0.12,0.13,0.06,0.12,0.13,0.1,0.11,0.999976335,0.823085043
1,0.11,0.11,0.11,0.15,0.27,0.14,0.08,0.18,0.14,0.14,0.16,0.13,0.13,0.1,0.11,0.168055198,0.332013751
0,0.11,0.11,0.11,0.15,0.27,0.14,0.11,0.18,0.12,0.13,0.16,0.16,0.13,0.13,0.11,0.412960262,0.337547223
0,0.11,0.11,0.11,0.1,0.27,0.13,0.08,0.06,0.12,0.14,0.06,0.12,0.13,0.1,0.11,0.864521792,0.732502273
0,0.11,0.11,0.11,0.1,0.05,0.12,0.14,0.06,0.14,0.14,0.06,0.13,0.13,0.13,0.15,0.999972391,0.823086406
0,0.11,0.11,0.11,0.15,0.05,0.14,0.22,0.18,0.14,0.14,0.16,0.16,0.16,0.11,0.15,0.490963099,0.76095277
0,0.11,0.11,0.11,0.1,0.27,0.13,0.08,0.06,0.14,0.13,0.16,0.13,0.13,0.16,0.11,0.864521792,0.732502273
0,0.16,0.28,0.11,0.15,0.27,0.13,0.08,0.18,0.14,0.14,0.16,0.16,0.13,0.13,0.11,0.491059843,0.736292893
0,0.11,0.11,0.11,0.15,0.05,0.12,0.14,0.18,0.14,0.14,0.16,0.13,0.16,0.13,0.11,1,0.823076869
0,0.11,0.11,0.11,0.15,0.05,0.13,0.12,0.06,0.12,0.13,0.06,0.13,0.13,0.1,0.11,0.99766496,0.979027197
0,0.11,0.11,0.11,0.15,0.05,0.14,0.08,0.18,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.490933629,0.736336491
0,0.16,0.28,0.11,0.1,0.05,0.13,0.08,0.18,0.14,0.13,0.16,0.16,0.16,0.13,0.15,0.490811359,0.736378727
0,0.11,0.11,0.11,0.1,0.05,0.14,0.08,0.06,0.14,0.13,0.16,0.13,0.13,0.1,0.15,0.864521792,0.732502273
1,0.11,0.11,0.11,0.15,0.27,0.12,0.08,0.18,0.14,0.13,0.16,0.12,0.13,0.1,0.15,0.491004624,0.736311967
0,0.11,0.11,0.11,0.1,0.05,0.12,0.08,0.06,0.14,0.14,0.16,0.12,0.16,0.1,0.11,0.864513904,0.732504997
0,0.11,0.11,0.11,0.15,0.05,0.14,0.08,0.06,0.14,0.13,0.06,0.16,0.11,0.16,0.11,0.864509959,0.73250636
0,0.65,0.28,0.65,0.15,0.27,0.14,0.13,0.18,0.14,0.14,0.06,0.12,0.13,0.1,0.11,0.866304346,0.888919923
0,0.11,0.11,0.11,0.1,0.05,0.13,0.12,0.06,0.12,0.13,0.16,0.16,0.13,0.16,0.15,0.997633407,0.979038096
0,0.11,0.11,0.11,0.15,0.05,0.14,0.12,0.06,0.14,0.14,0.06,0.12,0.16,0.1,0.11,0.997641295,0.979035371
0,0.11,0.11,0.11,0.15,0.05,0.15,0.11,0.06,0.14,0.13,0.06,0.12,0.13,0.16,0.11,0.995060897,0.999991825
0,0.65,0.28,0.65,0.1,0.05,0.15,0.48,0.18,0.14,0.14,0.16,0.13,0.13,0.16,0.11,0.22049874,0.17964041
0,0.11,0.11,0.11,0.15,0.27,0.13,0.11,0.18,0.12,0.13,0.06,0.13,0.13,0.13,0.15,0.995068785,0.9999891
0,0.16,0.28,0.11,0.15,0.05,0.14,0.13,0.18,0.14,0.13,0.16,0.16,0.13,0.09,0.11,0.866477891,0.888859975
0,0.11,0.11,0.11,0.15,0.05,0.14,0.14,0.18,0.14,0.13,0.16,0.16,0.16,0.13,0.11,0.999992112,0.823079593
0,0.11,0.11,0.11,0.1,0.05,0.14,0.14,0.18,0.14,0.14,0.16,0.13,0.13,0.11,0.15,0.999968446,0.823087768
0,0.11,0.11,0.11,0.15,0.05,0.14,0.11,0.18,0.14,0.14,0.06,0.13,0.13,0.16,0.11,0.995049064,0.999995913
0,0.11,0.11,0.11,0.1,0.27,0.14,0.14,0.18,0.12,0.13,0.16,0.12,0.13,0.1,0.11,0.999976335,0.823085043
0,0.11,0.11,0.11,0.15,0.05,0.12,0.22,0.18,0.14,0.14,0.06,0.16,0.13,0.09,0.11,0.491120867,0.760898272
0,0.11,0.11,0.11,0.15,0.27,0.13,0.08,0.06,0.14,0.13,0.16,0.16,0.13,0.16,0.15,0.864541513,0.73249546
0,0.11,0.11,0.11,0.1,0.05,0.14,0.11,0.18,0.12,0.14,0.06,0.12,0.13,0.1,0.15,0.995049064,0.999995913
0,0.11,0.11,0.11,0.15,0.27,0.12,0.08,0.18,0.12,0.13,0.16,0.13,0.13,0.26,0.11,0.490866577,0.736359653
0,0.11,0.11,0.11,0.15,0.27,0.14,0.08,0.18,0.14,0.13,0.16,0.13,0.16,0.13,0.11,0.491142671,0.736264281
0,0.11,0.11,0.11,0.1,0.05,0.12,0.51,0.18,0.14,0.13,0.16,0.16,0.11,0.16,0.33,0.48820149,0.836137627
0,0.11,0.11,0.11,0.15,0.05,0.12,0.12,0.18,0.14,0.14,0.06,0.13,0.13,0.16,0.11,0.408473476,0.53008953
